ID,시도,시군구,읍면동,행정기관코드,총인구수,어린이,노인
530,대구광역시;대구광역시;대구광역시,중구;중구;중구,남산4동;대봉1동;대봉2동,2711067000;2711068000;2711069000,29659,5039,6015
531,대구광역시;대구광역시,동구;동구,신암1동;신암2동,2714051000;2714052000,22692,3477,5384
532,대구광역시;대구광역시,동구;동구,신암3동;신암4동,2714053000;2714054000,29692,3937,5914
533,대구광역시;대구광역시,동구;동구,신암5동;신천1.2동,2714054100;2714055500,18856,1851,5745
534,대구광역시;대구광역시,동구;동구,신천3동;신천4동,2714057000;2714058000,24838,3471,4699
535,대구광역시,동구,효목1동,2714059000,11821,812,4227
536,대구광역시;대구광역시,동구;동구,효목2동;도평동,2714060000;2714061500,17563,1857,4884
537,대구광역시,동구,불로.봉무동,2714062000,19761,3602,3963
538,대구광역시;대구광역시,동구;동구,지저동;동촌동,2714064000;2714065500,27159,2343,8308
539,대구광역시,동구,방촌동,2714067000,17134,1613,5333
540,대구광역시,동구,안심1동,2714072000,37984,5540,9151
541,대구광역시,동구,해안동,2714068500,13554,1197,4339
542,대구광역시,동구,안심2동,2714073000,16588,2125,3368
543,대구광역시,동구,안심3동,2714074200,20048,4052,3328
544,대구광역시,동구,안심4동,2714074700,26692,4235,5174
545,대구광역시,동구,혁신동,2714075500,16892,3725,2143
546,대구광역시,동구,공산동,2714076000,20200,2312,5866
547,대구광역시;대구광역시,서구;서구,내당1동;내당2.3동,2717051000;2717052500,17622,1542,5299
548,대구광역시;대구광역시,서구;서구,내당4동;비산1동,2717054000;2717055000,22696,1792,6935
549,대구광역시;대구광역시;대구광역시,서구;서구;서구,비산2.3동;비산4동;비산5동,2717056500;2717058000;2717059000,21610,1405,7782
550,대구광역시;대구광역시;대구광역시;대구광역시,서구;서구;서구;서구,비산6동;비산7동;평리1동;평리2동,2717060000;2717061000;2717062000;2717063000,28579,2413,8968
551,대구광역시;대구광역시,서구;서구,평리3동;평리4동,2717064000;2717065000,28093,3270,7031
552,대구광역시;대구광역시,서구;서구,평리5동;평리6동,2717066000;2717066100,15631,2636,2474
